"Additional File 2. COGs present in the seven E. faecium genomes"
,,,
,,,,,,"Strainsb",,,
"EfmE1679_2269","COG2827","L","Predicted endonuclease containing a URI domain"
"EfmE1679_1427","COG2842","R","Uncharacterized ATPase, putative transposase"
"EfmE1679_0565","COG2855","S","Predicted membrane protein"
"EfmE1679_2157","COG2856","E","Predicted Zn peptidase"
"EfmE1679_2115","COG2868","J","Predicted ribosomal protein"
"EfmE1679_0929","COG2876","E","3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase"
"EfmE1679_0481","COG2884","D","Predicted ATPase involved in cell division"
"EfmE1679_0097","COG2890","J","Methylase of polypeptide chain release factors"
"EfmE1679_1496","COG2891","M","Cell shape-determining protein"
"EfmE1679_0502","COG2893","G","Phosphotransferase system, mannose/fructose-specific component IIA"
"EfmE1679_0804","COG2893","G","Phosphotransferase system, mannose/fructose-specific component IIA"
"EfmE1679_1621","COG2893","G","Phosphotransferase system, mannose/fructose-specific component IIA"
"EfmE1679_2323","COG2893","G","Phosphotransferase system, mannose/fructose-specific component IIA"
"EfmE1679_2424","COG2893","G","Phosphotransferase system, mannose/fructose-specific component IIA"
"EfmE1679_2581","COG2893","G","Phosphotransferase system, mannose/fructose-specific component IIA"
"EfmE1679_0281","COG2898; COG0392","S","Uncharacterized conserved protein; Predicted integral membrane protein"
"EfmE1679_1113","COG2898; COG0392","S","Uncharacterized conserved protein; Predicted integral membrane protein"
"EfmE1679_1150","COG2899","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_2012","COG2910","R","Putative NADH-flavin reductase"
"EfmE1679_2937","COG2916","R","DNA-binding protein H-NS"
"EfmE1679_1507","COG2919","D","Septum formation initiator"
"EfmE1679_2288","COG2925","L","Exonuclease I"
"EfmE1679_2454","COG2946","L","Putative phage replication protein RstA"
"EfmE1679_2350","COG2946; COG1396","L","Putative phage replication protein RstA; Predicted transcriptional regulators"
"EfmE1679_1098","COG2949","S","Uncharacterized membrane protein"
"EfmE1679_1703","COG2957","E","Peptidylarginine deiminase and related enzymes"
"EfmE1679_1705","COG2957","E","Peptidylarginine deiminase and related enzymes"
"EfmE1679_0022","COG2963","L","Transposase and inactivated derivatives"
"EfmE1679_0056","COG2963","L","Transposase and inactivated derivatives"
"EfmE1679_0850","COG2963","L","Transposase and inactivated derivatives"
"EfmE1679_0859","COG2963","L","Transposase and inactivated derivatives"
"EfmE1679_1033","COG2963","L","Transposase and inactivated derivatives"
"EfmE1679_1745","COG2963","L","Transposase and inactivated derivatives"
"EfmE1679_1980","COG2963","L","Transposase and inactivated derivatives"
"EfmE1679_2147","COG2963","L","Transposase and inactivated derivatives"
"EfmE1679_2229","COG2963","L","Transposase and inactivated derivatives"
"EfmE1679_0838","COG2966","S","Uncharacterized conserved protein"
"EfmE1679_0067","COG2972","T","Predicted signal transduction protein with a C-terminal ATPase domain"
"EfmE1679_0881","COG2972","T","Predicted signal transduction protein with a C-terminal ATPase domain"
"EfmE1679_0922","COG2972","T","Predicted signal transduction protein with a C-terminal ATPase domain"
"EfmE1679_2310","COG2972","T","Predicted signal transduction protein with a C-terminal ATPase domain"
"EfmE1679_2794","COG2972","T","Predicted signal transduction protein with a C-terminal ATPase domain"
"EfmE1679_2995","COG2972","T","Predicted signal transduction protein with a C-terminal ATPase domain"
"EfmE1679_0032","COG2984","R","ABC-type uncharacterized transport system, periplasmic component"
"EfmE1679_1083","COG2984","R","ABC-type uncharacterized transport system, periplasmic component"
"EfmE1679_1568","COG2996","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_2791","COG3001","G","Fructosamine-3-kinase"
"EfmE1679_0242","COG3010","G","Putative N-acetylmannosamine-6-phosphate epimerase"
"EfmE1679_0961","COG3010","G","Putative N-acetylmannosamine-6-phosphate epimerase"
"EfmE1679_2846","COG3013","S","Uncharacterized conserved protein"
"EfmE1679_0234","COG3037","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0649","COG3037","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0782","COG3037","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_2027","COG3037","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_1040","COG3039","L","Transposase and inactivated derivatives, IS5 family"
"EfmE1679_1740","COG3049","M","Penicillin V acylase and related amidases"
"EfmE1679_2234","COG3049","M","Penicillin V acylase and related amidases"
"EfmE1679_0089","COG3069","C","C4-dicarboxylate transporter"
"EfmE1679_2449","COG3077","L","DNA-damage-inducible protein J"
"EfmE1679_2464","COG3085","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0862","COG3090","G","TRAP-type C4-dicarboxylate transport system, small permease component"
"EfmE1679_3033","COG3091","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_2180","COG3093","R","Plasmid maintenance system antidote protein"
"EfmE1679_1268","COG3104","E","Dipeptide/tripeptide permease"
"EfmE1679_1678","COG3142","P","Uncharacterized protein involved in copper resistance"
"EfmE1679_2690","COG3153","R","Predicted acetyltransferase"
"EfmE1679_1297","COG3158","P","K+ transporter"
"EfmE1679_1643","COG3158","P","K+ transporter"
"EfmE1679_1726","COG3189","S","Uncharacterized conserved protein"
"EfmE1679_2808","COG3201","H","Nicotinamide mononucleotide transporter"
"EfmE1679_2747","COG3212","S","Predicted membrane protein"
"EfmE1679_2630","COG3237","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_2980","COG3237","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_1232","COG3247","S","Uncharacterized conserved protein"
"EfmE1679_2726","COG3247","S","Uncharacterized conserved protein"
"EfmE1679_0930","COG3250","G","Beta-galactosidase/beta-glucuronidase"
"EfmE1679_0931","COG3250","G","Beta-galactosidase/beta-glucuronidase"
"EfmE1679_0068","COG3279","K","Response regulator of the LytR/AlgR family"
"EfmE1679_0069","COG3279","K","Response regulator of the LytR/AlgR family"
"EfmE1679_0834","COG3279","K","Response regulator of the LytR/AlgR family"
"EfmE1679_2309","COG3279","K","Response regulator of the LytR/AlgR family"
"EfmE1679_2677","COG3290","T","Signal transduction histidine kinase regulating citrate/malate metabolism"
"EfmE1679_1324","COG3293","L","Transposase and inactivated derivatives"
"EfmE1679_2691","COG3304","S","Predicted membrane protein"
"EfmE1679_1884","COG3307","M","Lipid A core - O-antigen ligase and related enzymes"
"EfmE1679_0038","COG3316","L","Transposase and inactivated derivatives"
"EfmE1679_0060","COG3316","L","Transposase and inactivated derivatives"
"EfmE1679_2270","COG3316","L","Transposase and inactivated derivatives"
"EfmE1679_2603","COG3316","L","Transposase and inactivated derivatives"
"EfmE1679_2604","COG3316","L","Transposase and inactivated derivatives"
"EfmE1679_0687","COG3326","S","Predicted membrane protein"
"EfmE1679_0166","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_0215","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_0493","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_0595","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_0899","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_0905","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_1469","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_1627","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_1959","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_2497","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_2544","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_2617","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_9003","COG3328","L","Transposase and inactivated derivatives"
"EfmE1679_0772","COG3331","R","Penicillin-binding protein-related factor A, putative recombinase"
"EfmE1679_2501","COG3335","L","Transposase and inactivated derivatives"
"EfmE1679_1607","COG3338","P","Carbonic anhydrase"
"EfmE1679_0435","COG3343","K","DNA-directed RNA polymerase, delta subunit"
"EfmE1679_2345","COG3344","L","Retron-type reverse transcriptase"
"EfmE1679_2384","COG3344","L","Retron-type reverse transcriptase"
"EfmE1679_9004","COG3344","L","Retron-type reverse transcriptase"
"EfmE1679_0932","COG3345","G","Alpha-galactosidase"
"EfmE1679_0933","COG3345","G","Alpha-galactosidase"
"EfmE1679_2778","COG3345","G","Alpha-galactosidase"
"EfmE1679_0789","COG3382","S","Uncharacterized conserved protein"
"EfmE1679_2391","COG3385","L","FOG: Transposase and inactivated derivatives"
"EfmE1679_1519","COG3394","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_1901","COG3397","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0006","COG3407","I","Mevalonate pyrophosphate decarboxylase"
"EfmE1679_2196","COG3412","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0235","COG3414","G","Phosphotransferase system, galactitol-specific IIB component"
"EfmE1679_0648","COG3414","G","Phosphotransferase system, galactitol-specific IIB component"
"EfmE1679_0781","COG3414","G","Phosphotransferase system, galactitol-specific IIB component"
"EfmE1679_0884","COG3414","G","Phosphotransferase system, galactitol-specific IIB component"
"EfmE1679_0891","COG3414","G","Phosphotransferase system, galactitol-specific IIB component"
"EfmE1679_2026","COG3414","G","Phosphotransferase system, galactitol-specific IIB component"
"EfmE1679_1281","COG3425","I","3-hydroxy-3-methylglutaryl CoA synthase"
"EfmE1679_0895","COG3436","L","Transposase and inactivated derivatives"
"EfmE1679_0897","COG3436","L","Transposase and inactivated derivatives"
"EfmE1679_1711","COG3436","L","Transposase and inactivated derivatives"
"EfmE1679_1712","COG3436","L","Transposase and inactivated derivatives"
"EfmE1679_2870","COG3442","R","Predicted glutamine amidotransferase"
"EfmE1679_0501","COG3444","G","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB"
"EfmE1679_0805","COG3444","G","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB"
"EfmE1679_1623","COG3444","G","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB"
"EfmE1679_2135","COG3444","G","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB"
"EfmE1679_2322","COG3444","G","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB"
"EfmE1679_2423","COG3444","G","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB"
"EfmE1679_2584","COG3444","G","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB"
"EfmE1679_2136","COG3444; COG2893","G","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB; Phosphotransferase system, mannose/fructose-specific component IIA"
"EfmE1679_2247","COG3451","U","Type IV secretory pathway, VirB4 components"
"EfmE1679_0156","COG3464","L","Transposase and inactivated derivatives"
"EfmE1679_1249","COG3464","L","Transposase and inactivated derivatives"
"EfmE1679_1882","COG3464","L","Transposase and inactivated derivatives"
"EfmE1679_2215","COG3464","L","Transposase and inactivated derivatives"
"EfmE1679_2546","COG3464","L","Transposase and inactivated derivatives"
"EfmE1679_2784","COG3464","L","Transposase and inactivated derivatives"
"EfmE1679_2946","COG3464","L","Transposase and inactivated derivatives"
"EfmE1679_2947","COG3464","L","Transposase and inactivated derivatives"
"EfmE1679_2978","COG3464","L","Transposase and inactivated derivatives"
"EfmE1679_2226","COG3479","Q","Phenolic acid decarboxylase"
"EfmE1679_0193","COG3480","T","Predicted secreted protein containing a PDZ domain"
"EfmE1679_1664","COG3481","R","Predicted HD-superfamily hydrolase"
"EfmE1679_1238","COG3493","C","Na+/citrate symporter"
"EfmE1679_2252","COG3505","U","Type IV secretory pathway, VirD4 components"
"EfmE1679_1007","COG3527","Q","Alpha-acetolactate decarboxylase"
"EfmE1679_1994","COG3534","G","Alpha-L-arabinofuranosidase"
"EfmE1679_1995","COG3534","G","Alpha-L-arabinofuranosidase"
"EfmE1679_2000","COG3534","G","Alpha-L-arabinofuranosidase"
"EfmE1679_0337","COG3537","G","Putative alpha-1,2-mannosidase"
"EfmE1679_0339","COG3538","S","Uncharacterized conserved protein"
"EfmE1679_2827","COG3544","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_2031","COG3546","P","Mn-containing catalase"
"EfmE1679_1375","COG3547","L","Transposase and inactivated derivatives"
"EfmE1679_2605","COG3547","L","Transposase and inactivated derivatives"
"EfmE1679_9000","COG3547","L","Transposase and inactivated derivatives"
"EfmE1679_1228","COG3548","S","Predicted integral membrane protein"
"EfmE1679_1353","COG3548","S","Predicted integral membrane protein"
"EfmE1679_1905","COG3557","J","Uncharacterized domain/protein associated with RNAses G and E"
"EfmE1679_2201","COG3559","M","Putative exporter of polyketide antibiotics"
"EfmE1679_1267","COG3560","R","Predicted oxidoreductase related to nitroreductase"
"EfmE1679_2475","COG3561","K","Phage anti-repressor protein"
"EfmE1679_2800","COG3568","R","Metal-dependent hydrolase"
"EfmE1679_0774","COG3579","E","Aminopeptidase C"
"EfmE1679_2240","COG3589","S","Uncharacterized conserved protein"
"EfmE1679_2820","COG3589","S","Uncharacterized conserved protein"
"EfmE1679_2273","COG3590","O","Predicted metalloendopeptidase"
"EfmE1679_0706","COG3595","S","Uncharacterized conserved protein"
"EfmE1679_0770","COG3599","D","Cell division initiation protein"
"EfmE1679_1836","COG3599","D","Cell division initiation protein"
"EfmE1679_1559","COG3601","S","Predicted membrane protein"
"EfmE1679_0384","COG3607","R","Predicted lactoylglutathione lyase"
"EfmE1679_0837","COG3610","S","Uncharacterized conserved protein"
"EfmE1679_0695","COG3611","L","Replication initiation/membrane attachment protein"
"EfmE1679_2151","COG3613","F","Nucleoside 2-deoxyribosyltransferase"
"EfmE1679_2414","COG3613","F","Nucleoside 2-deoxyribosyltransferase"
"EfmE1679_2108","COG3617; COG3645","K","Prophage antirepressor; Uncharacterized phage-encoded protein"
"EfmE1679_2315","COG3619","S","Predicted membrane protein"
"EfmE1679_0237","COG3623","G","Putative L-xylulose-5-phosphate 3-epimerase"
"EfmE1679_0971","COG3633","E","Na+/serine symporter"
"EfmE1679_2728","COG3634","O","Alkyl hydroperoxide reductase, large subunit"
"EfmE1679_1774","COG3641","R","Predicted membrane protein, putative toxin regulator"
"EfmE1679_0654","COG3654","R","Prophage maintenance system killer protein"
"EfmE1679_1096","COG3655","K","Predicted transcriptional regulator"
"EfmE1679_0106","COG3666","L","Transposase and inactivated derivatives"
"EfmE1679_0120","COG3666","L","Transposase and inactivated derivatives"
"EfmE1679_0335","COG3679","S","Uncharacterized conserved protein"
"EfmE1679_0344","COG3679","S","Uncharacterized conserved protein"
"EfmE1679_2368","COG3682","K","Predicted transcriptional regulator"
"EfmE1679_1327","COG3684","G","Tagatose-1,6-bisphosphate aldolase"
"EfmE1679_2901","COG3684","G","Tagatose-1,6-bisphosphate aldolase"
"EfmE1679_1161","COG3688","R","Predicted RNA-binding protein containing a PIN domain"
"EfmE1679_0833","COG3689","S","Predicted membrane protein"
"EfmE1679_1130","COG3708","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_1129","COG3708; COG2207","S","Uncharacterized protein conserved in bacteria; AraC-type DNA-binding domain-containing proteins"
"EfmE1679_0063","COG3711","K","Transcriptional antiterminator"
"EfmE1679_0726","COG3711","K","Transcriptional antiterminator"
"EfmE1679_0888","COG3711","K","Transcriptional antiterminator"
"EfmE1679_1135","COG3711","K","Transcriptional antiterminator"
"EfmE1679_1438","COG3711","K","Transcriptional antiterminator"
"EfmE1679_1518","COG3711","K","Transcriptional antiterminator"
"EfmE1679_1795","COG3711","K","Transcriptional antiterminator"
"EfmE1679_2024","COG3711","K","Transcriptional antiterminator"
"EfmE1679_2057","COG3711","K","Transcriptional antiterminator"
"EfmE1679_2700","COG3711","K","Transcriptional antiterminator"
"EfmE1679_2863","COG3711","K","Transcriptional antiterminator"
"EfmE1679_3022","COG3711","K","Transcriptional antiterminator"
"EfmE1679_0647","COG3711; COG1762","K","Transcriptional antiterminator; Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1679_0780","COG3711; COG1762","K","Transcriptional antiterminator; Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
